"새주소","지번주소","좌표정보","좌표정보","테마코드","콘텐츠 코드","언어셋(KOR : 국문, ENG : 영문, JP : 일문, CHA : 중문-간체, CHB : 중문-번체)","콘텐츠 명","시도명(텍스트)","구명","동명","산지여부","주 번지","부 번지","기타주소","전화번호","상세정보 값 1","상세정보 값 2","상세정보 값 3","상세정보 값 4","상세정보 값 5","상세정보 값 6","상세정보 값 7","상세정보 값 8","상세정보 값 9","상세정보 값 10","상세정보 값 11","상세정보 값 12","상세정보 값 13","상세정보 값 14","상세정보 값 15","상세정보 값 16","상세정보 값 17","상세정보 값 18","상세정보 값 19","상세정보 값 20","상세정보 이름 1","상세정보 이름 2","상세정보 이름 3","상세정보 이름 4","상세정보 이름 5","상세정보 이름 6","상세정보 이름 7","상세정보 이름 8","상세정보 이름 9","상세정보 이름 10","상세정보 이름 11","상세정보 이름 12","상세정보 이름 13","상세정보 이름 14","상세정보 이름 15","상세정보 이름 16","상세정보 이름 17","상세정보 이름 18","상세정보 이름 19","상세정보 이름 20","좌표데이터","좌표 타입 (1:Point 3:Polyline 4:MultiPolyline 5:Polygon 6:MultiPolygon 8:multiPoint)","선 두께 1~10","테마 선 색상","키워드","등록일","수정일"
"살곶이길 50","","127.042758664","37.568611660","100324","11200000128","KOR","라온어린이집","","성동구","","","","","","02-2297-9229","가정","일반","20","18","","","","","","","","","","","","","","","","","시설유형","시설특성","정원","현원","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-10-12 17:30:06.0","2019-01-04 04:00:21.0"
"서울특별시 성동구 왕십리로31나길 22","서울특별시 성동구 하왕십리동 990","127.028494480","37.562361832","100324","11200000129","KOR","두리두리어린이집","","성동구","","","","","","02-2295-5689","가정","일반","20","20","","","","","","","","","","","","","","","","","시설유형","시설특성","정원","현원","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-10-12 17:30:05.0","2018-10-12 17:30:05.0"
"행당로 79","","127.026434235","37.557558880","100324","11200000132","KOR","고운꽃뜰 어린이집","","성동구","","","","","","02-2293-2708","가정","일반","20","20","","","","","","","","","","","","","","","","","시설유형","시설특성","정원","현원","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-10-12 17:30:05.0","2018-12-04 04:00:38.0"
"마장로37길 7","","127.039215636","37.566789982","100324","11200000133","KOR","금빛 어린이집","","성동구","","","","","","02-2291-0555","가정","일반","20","20","","","","","","","","","","","","","","","","","시설유형","시설특성","정원","현원","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-10-12 17:30:05.0","2018-11-02 04:00:37.0"
"서울특별시 성동구 한림말길 16-5","서울특별시 성동구 옥수동 204-8","127.012743916","37.540465114","100324","11200000134","KOR","옥수종합사회복지관 부설 좋은벗방과후교실어린이집","","성동구","","","","","","02-2282-1100","국공립","방과후 전담","20","15","","","","","","","","","","","","","","","","","시설유형","시설특성","정원","현원","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-10-12 17:30:05.0","2018-10-12 17:30:05.0"
"무학로 50","","127.032988483","37.568411540","100324","11200000135","KOR","사랑 어린이집","","성동구","","","","","","02-2294-2989","가정","일반","19","17","","","","","","","","","","","","","","","","","시설유형","시설특성","정원","현원","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-10-12 17:30:05.0","2019-01-17 04:00:12.0"
"동일로 263","","127.071418788","37.556272484","100324","11200000136","KOR","건영어린이집","","성동구","","","","","","02-466-8417","가정","일반","19","19","","","","","","","","","","","","","","","","","시설유형","시설특성","정원","현원","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-10-12 17:30:05.0","2018-11-15 04:00:10.0"
"동호로 100","","127.017750932","37.549582560","100324","11200000138","KOR","꼬꼬마 어린이집","","성동구","","","","","","02-2254-4248","가정","일반","20","18","","","","","","","","","","","","","","","","","시설유형","시설특성","정원","현원","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-10-12 17:30:05.0","2018-12-12 04:00:08.0"
"서울특별시 성동구 마장로42길 16","서울특별시 성동구 마장동 784","127.045857876","37.565520270","100324","11200000140","KOR","아이나무어린이집","","성동구","","","","","","02-2281-4543","가정","일반","20","20","","","","","","","","","","","","","","","","","시설유형","시설특성","정원","현원","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-10-12 17:30:05.0","2018-10-12 17:30:05.0"
"청계천로 506","","127.033430507","37.570221030","100324","11200000142","KOR","구립 성모어린이집","","성동구","","","","","","02-2290-3182","국공립","장애아통합 시간연장형","104","94","","","","","","","","","","","","","","","","","시설유형","시설특성","정원","현원","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-10-12 17:30:05.0","2019-01-03 04:00:41.0"
"서울특별시 성동구 뚝섬로 426","서울특별시 성동구 성수동2가 264-5","127.057816440","37.537947562","100324","11200000146","KOR","신광성 어린이집","","성동구","","","","","","02-464-8740","민간개인","일반","37","33","","","","","","","","","","","","","","","","","시설유형","시설특성","정원","현원","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-10-12 17:30:05.0","2018-10-12 17:30:05.0"
"독서당로 218","","127.015555483","37.542628136","100324","11200000150","KOR","꿈나무 어린이집","","성동구","","","","","","02-2294-3297","가정","일반","20","18","","","","","","","","","","","","","","","","","시설유형","시설특성","정원","현원","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-10-12 17:30:05.0","2018-11-27 04:00:13.0"
"서울특별시 성동구 행당로 82","서울특별시 성동구 행당동 346","127.028341883","37.555755226","100324","11200000154","KOR","또또 어린이집","","성동구","","","","","","02-2281-8992","가정","일반","20","20","","","","","","","","","","","","","","","","","시설유형","시설특성","정원","현원","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-10-12 17:30:05.0","2018-10-12 17:30:05.0"
"왕십리로16길 12-21","","127.045918935","37.550063497","100324","11200000157","KOR","구립 한솔어린이집","","성동구","","","","","","02-462-4691","국공립","영아전담 시간연장형","45","45","","","","","","","","","","","","","","","","","시설유형","시설특성","정원","현원","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-10-12 17:30:05.0","2018-12-15 04:00:09.0"
"서울특별시 성동구 금호로 100","서울특별시 성동구 금호동1가 633","127.028149819","37.552099482","100324","11200000161","KOR","코알라 베이비 어린이집","","성동구","","","","","","02-2236-7942","가정","일반","19","17","","","","","","","","","","","","","","","","","시설유형","시설특성","정원","현원","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-10-12 17:30:05.0","2018-10-12 17:30:05.0"
"독서당로63길 34","","127.031281995","37.553082475","100324","11200000164","KOR","구립 행응어린이집","","성동구","","","","","","02-2293-4870","국공립","시간연장형","101","98","","","","","","","","","","","","","","","","","시설유형","시설특성","정원","현원","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-10-12 17:30:05.0","2018-12-01 04:00:32.0"
"서울특별시 성동구 독서당로 272","서울특별시 성동구 금호동4가 800","127.020674175","37.546476488","100324","11200000177","KOR","행복한아기나라 어린이집","","성동구","","","","","","02-2294-8663","가정","일반","19","19","","","","","","","","","","","","","","","","","시설유형","시설특성","정원","현원","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-10-12 17:30:05.0","2018-10-12 17:30:05.0"
"살곶이길 50","","127.042758664","37.568611660","100324","11200000179","KOR","영재 어린이집","","성동구","","","","","","02-2295-7077","가정","일반","13","13","","","","","","","","","","","","","","","","","시설유형","시설특성","정원","현원","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-10-12 17:30:05.0","2019-01-04 04:00:22.0"
"서울특별시 성동구 금호로 15","서울특별시 성동구 금호동4가 340","127.023663638","37.544559693","100324","11200000188","KOR","키즈맘 어린이집","","성동구","","","","","","02-2298-4290","가정","일반","20","16","","","","","","","","","","","","","","","","","시설유형","시설특성","정원","현원","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-10-12 17:30:05.0","2018-10-12 17:30:05.0"
"서울특별시 성동구 고산자로8다길 15","서울특별시 성동구 행당동 128-7","127.037570889","37.557580549","100324","11200000189","KOR","구립 행당방과후교실어린이집","","성동구","","","","","","02-2295-1532","국공립","방과후 전담","20","16","","","","","","","","","","","","","","","","","시설유형","시설특성","정원","현원","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-10-12 17:30:05.0","2018-10-12 17:30:05.0"
"서울특별시 성동구 왕십리로31길 9-50","서울특별시 성동구 하왕십리동 890-115","127.028348435","37.563374663","100324","11200000191","KOR","드림몬테소리 어린이집","","성동구","","","","","","02-2296-7840","가정","일반","17","13","","","","","","","","","","","","","","","","","시설유형","시설특성","정원","현원","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-10-12 17:30:04.0","2018-10-12 17:30:04.0"
"서울특별시 성동구 독서당로 272","서울특별시 성동구 금호동4가 800","127.019837065","37.546382952","100324","11200000197","KOR","푸르지오 어린이집","","성동구","","","","","","02-2235-2026","가정","일반","20","19","","","","","","","","","","","","","","","","","시설유형","시설특성","정원","현원","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-10-12 17:30:04.0","2018-10-12 17:30:04.0"
"서울특별시 성동구 독서당로 441","서울특별시 성동구 행당동 344","127.033037040","37.554484957","100324","11200000211","KOR","아이러브 어린이집","","성동구","","","","","","02-2297-9771","가정","일반","20","19","","","","","","","","","","","","","","","","","시설유형","시설특성","정원","현원","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-10-12 17:30:04.0","2018-10-12 17:30:04.0"
"행당로 82","","127.029986913","37.556421902","100324","11200000222","KOR","짐키드어린이집","","성동구","","","","","","02-2281-5056","가정","일반","19","16","","","","","","","","","","","","","","","","","시설유형","시설특성","정원","현원","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-10-12 17:30:04.0","2019-01-09 04:00:11.0"
"행당로 82","","127.029986913","37.556421902","100324","11200000223","KOR","엔젤어린이집","","성동구","","","","","","02-2282-5004","가정","일반","19","19","","","","","","","","","","","","","","","","","시설유형","시설특성","정원","현원","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-10-12 17:30:04.0","2018-11-08 04:00:08.0"
"난계로 84","","127.025978441","37.559447205","100324","11200000225","KOR","아이원어린이집","","성동구","","","","","","02-2282-2183","가정","일반","20","20","","","","","","","","","","","","","","","","","시설유형","시설특성","정원","현원","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-10-12 17:30:04.0","2019-01-04 04:00:23.0"
"서울특별시 성동구 금호로 100","서울특별시 성동구 금호동1가 633","127.028326043","37.550184815","100324","11200000226","KOR","엘림몬테소리어린이집","","성동구","","","","","","02-2291-2769","가정","일반","19","19","","","","","","","","","","","","","","","","","시설유형","시설특성","정원","현원","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-10-12 17:30:04.0","2018-10-12 17:30:04.0"
"서울특별시 성동구 성수이로 3","서울특별시 성동구 성수동2가 442","127.052242376","37.535907259","100324","11200000282","KOR","초록향기어린이집","","성동구","","","","","","02-2215-0003","가정","일반","19","18","","","","","","","","","","","","","","","","","시설유형","시설특성","정원","현원","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-10-12 17:30:04.0","2018-10-12 17:30:04.0"
"서울특별시 성동구 성수일로4길 26","서울특별시 성동구 성수동2가 843","127.051507229","37.541498294","100324","11200000283","KOR","힐스테이트 어린이집","","성동구","","","","","","02-466-5331","민간개인","일반","28","28","","","","","","","","","","","","","","","","","시설유형","시설특성","정원","현원","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-10-12 17:30:04.0","2018-10-12 17:30:04.0"
